genoName,genoStart,genoEnd,strand,repName,repClass,repFamily,repStart,repEnd
chr15,44863890,44865787,-,HERV9-int,LTR,ERV1,-2850,5586
chr15,44872301,44875879,-,HERV9-int,LTR,ERV1,-4738,3698
chr15,45010795,45012638,+,HERV9-int,LTR,ERV1,55,1901
chr15,45012915,45014710,+,HERV9-int,LTR,ERV1,1902,3699
chr15,45021223,45021428,+,HERV9-int,LTR,ERV1,3734,3938
chr15,92210711,92214369,+,HERV9-int,LTR,ERV1,4775,8436
chr16,57395466,57396953,-,HERV9-int,LTR,ERV1,0,8436
chr16,57396954,57399143,-,HERV9-int,LTR,ERV1,-2852,5584
chr17,27712448,27717775,+,HERV9-int,LTR,ERV1,29,5634
chr17,27717765,27718132,+,HERV9-int,LTR,ERV1,5995,6359
chr17,27718377,27720463,+,HERV9-int,LTR,ERV1,6360,8436
chr17,31762862,31771334,+,HERV9-int,LTR,ERV1,1,8436
chr17,52573718,52579464,+,HERV9-int,LTR,ERV1,60,5874
chr17,52579458,52580741,+,HERV9-int,LTR,ERV1,7149,8436
chr17,54286664,54289281,+,HERV9-int,LTR,ERV1,55,2616
chr17,54289563,54293612,+,HERV9-int,LTR,ERV1,2617,6698
chr17,54327819,54328572,-,HERV9-int,LTR,ERV1,-7350,1086
chr17,54328563,54331148,+,HERV9-int,LTR,ERV1,2943,5577
chr17,54331144,54331204,+,HERV9-int,LTR,ERV1,6892,6947
chr17,54331196,54332400,+,HERV9-int,LTR,ERV1,7028,8436
chr18,26232226,26233679,-,HERV9-int,LTR,ERV1,-2,8434
chr18,26233678,26238550,-,HERV9-int,LTR,ERV1,-2877,5559
chr18,26244708,26245238,-,HERV9-int,LTR,ERV1,-4816,558
chr19,5158864,5159654,-,HERV9-int,LTR,ERV1,0,8436
chr19,5159633,5165376,-,HERV9-int,LTR,ERV1,-3458,4978
chr19,8385634,8386395,+,HERV9-int,LTR,ERV1,7664,8436
chr19,9314509,9316092,-,HERV9-int,LTR,ERV1,-5,8431
chr19,9316086,9319700,-,HERV9-int,LTR,ERV1,-2281,6155
chr19,9319963,9320919,-,HERV9-int,LTR,ERV1,-5836,2600
chr19,32693854,32694631,-,HERV9-int,LTR,ERV1,0,8436
chr20,23741358,23742103,+,HERV9-int,LTR,ERV1,7689,8436
chr20,23817238,23817614,+,HERV9-int,LTR,ERV1,7689,8064
chr20,23817615,23817833,+,HERV9-int,LTR,ERV1,8218,8436
chr21,17297377,17305440,+,HERV9-int,LTR,ERV1,55,8168
chr21,17306191,17306465,+,HERV9-int,LTR,ERV1,8169,8431
chr21,25779540,25779701,+,HERV9-int,LTR,ERV1,1,161
chr21,29355464,29356237,-,HERV9-int,LTR,ERV1,0,8436
chr6_GL000251v2_alt,3956441,3957935,+,HERV9-int,LTR,ERV1,1,1500
chr6_GL000251v2_alt,3957941,3959413,+,HERV9-int,LTR,ERV1,1735,3209
chr6_GL000251v2_alt,3959401,3960531,+,HERV9-int,LTR,ERV1,7307,8436
chr6_GL000252v2_alt,3807662,3808584,+,HERV9-int,LTR,ERV1,5578,6498
chr6_GL000252v2_alt,3810215,3810543,+,HERV9-int,LTR,ERV1,6499,6821
chr6_GL000253v2_alt,3827437,3828156,+,HERV9-int,LTR,ERV1,7717,8436
chr6_GL000253v2_alt,3983250,3984169,+,HERV9-int,LTR,ERV1,5578,6502
chr6_GL000254v2_alt,3864075,3864792,+,HERV9-int,LTR,ERV1,7717,8436
chr6_GL000255v2_alt,3737452,3738946,+,HERV9-int,LTR,ERV1,1,1500
chr6_GL000255v2_alt,3738952,3740424,+,HERV9-int,LTR,ERV1,1735,3209
chr6_GL000255v2_alt,3740412,3741542,+,HERV9-int,LTR,ERV1,7307,8436
chr6_GL000256v2_alt,3838473,3839190,+,HERV9-int,LTR,ERV1,7717,8436
chr6_GL000256v2_alt,3973440,3974357,+,HERV9-int,LTR,ERV1,5578,6500
chr7_KI270809v1_alt,14981,15150,-,HERV9-int,LTR,ERV1,-2914,5522
chr14_KI270844v1_alt,135360,135970,+,HERV9-int,LTR,ERV1,7827,8436
chr15_KI270849v1_alt,193935,194220,-,HERV9-int,LTR,ERV1,0,8436
chr15_KI270849v1_alt,194525,195756,-,HERV9-int,LTR,ERV1,-274,8162
chr15_KI270849v1_alt,195754,197651,-,HERV9-int,LTR,ERV1,-2850,5586
chr15_KI270849v1_alt,204165,207743,-,HERV9-int,LTR,ERV1,-4738,3698
chr21_KI270874v1_alt,153687,161750,+,HERV9-int,LTR,ERV1,55,8168
chr21_KI270874v1_alt,162501,162775,+,HERV9-int,LTR,ERV1,8169,8431
chr1,13429163,13429609,+,HERV9NC-int,LTR,ERV1,4296,4741
chr1,13429623,13430387,+,HERV9NC-int,LTR,ERV1,5346,6118
chr1,62754824,62760515,+,HERV9NC-int,LTR,ERV1,1,5187
chr1,62760510,62761338,+,HERV9NC-int,LTR,ERV1,5324,6118
chr1,86802314,86806927,-,HERV9NC-int,LTR,ERV1,0,5374
chr1,86807800,86809254,-,HERV9NC-int,LTR,ERV1,-6981,1455
chr1,94372319,94378340,-,HERV9NC-int,LTR,ERV1,0,6118
chr1,101500000,101505080,+,HERV9NC-int,LTR,ERV1,574,5224
chr1,105109630,105114778,+,HERV9NC-int,LTR,ERV1,16,5281
chr1,119172711,119178883,+,HERV9NC-int,LTR,ERV1,1,6118
chr1,154671999,154677247,+,HERV9NC-int,LTR,ERV1,1,5284
chr1,154677243,154677853,+,HERV9NC-int,LTR,ERV1,5509,6118
chr1,161250635,161252408,+,HERV9NC-int,LTR,ERV1,99,1875
chr1,161252713,161256595,+,HERV9NC-int,LTR,ERV1,801,5224
chr1,161473229,161478266,+,HERV9NC-int,LTR,ERV1,40,5284
chr1,161478262,161478866,+,HERV9NC-int,LTR,ERV1,5509,6118
chr1,169662412,169667757,+,HERV9NC-int,LTR,ERV1,1,5284
chr1,169667753,169668000,+,HERV9NC-int,LTR,ERV1,5509,5758
chr1,175102866,175103475,-,HERV9NC-int,LTR,ERV1,0,6118
chr1,175103471,175103902,-,HERV9NC-int,LTR,ERV1,-834,5284
chr1,175103901,175107104,-,HERV9NC-int,LTR,ERV1,-2887,3231
chr1,188671626,188671943,+,HERV9NC-int,LTR,ERV1,5789,6118
chr1,194422571,194427817,+,HERV9NC-int,LTR,ERV1,1,5164
chr1,199091632,199093309,+,HERV9NC-int,LTR,ERV1,821,2648
chr1,199093576,199096701,+,HERV9NC-int,LTR,ERV1,2649,5224
chr1,208738480,208738890,+,HERV9NC-int,LTR,ERV1,5039,5284
chr1,208738886,208739496,+,HERV9NC-int,LTR,ERV1,5509,6118
chr1,211221772,211222131,+,HERV9NC-int,LTR,ERV1,1,361
chr1,211223100,211228843,+,HERV9NC-int,LTR,ERV1,362,5370
chr2,8895631,8895956,-,HERV9NC-int,LTR,ERV1,0,5374
chr2,8896259,8902319,-,HERV9NC-int,LTR,ERV1,-894,5224
chr2,33053540,33056328,-,HERV9NC-int,LTR,ERV1,-2033,4085
chr2,33904077,33904687,-,HERV9NC-int,LTR,ERV1,0,6118
chr2,33904683,33904932,-,HERV9NC-int,LTR,ERV1,-834,5284
chr2,47100979,47107096,+,HERV9NC-int,LTR,ERV1,1,6118
chr2,97821646,97827149,+,HERV9NC-int,LTR,ERV1,1,5187
chr2,97828353,97828393,+,HERV9NC-int,LTR,ERV1,1825,1864
chr2,118884779,118884921,-,HERV9NC-int,LTR,ERV1,-834,5284
chr2,128904078,128905252,-,HERV9NC-int,LTR,ERV1,-1,6117
chr2,134805283,134810960,-,HERV9NC-int,LTR,ERV1,-894,5224
chr2,183885995,183891574,+,HERV9NC-int,LTR,ERV1,73,5178
chr2,183891588,183892360,+,HERV9NC-int,LTR,ERV1,5346,6118
chr2,202497284,202500000,+,HERV9NC-int,LTR,ERV1,75,2703
chr2,202500000,202502599,+,HERV9NC-int,LTR,ERV1,2704,5284
chr2,202502595,202503202,+,HERV9NC-int,LTR,ERV1,5509,6118
chr3,33447026,33453275,+,HERV9NC-int,LTR,ERV1,1,6118
chr3,38439105,38439480,-,HERV9NC-int,LTR,ERV1,0,8436
chr3,38439776,38440200,-,HERV9NC-int,LTR,ERV1,-368,8068
chr3,38440179,38445931,-,HERV9NC-int,LTR,ERV1,-945,5173
chr3,49546071,49546226,+,HERV9NC-int,LTR,ERV1,5551,5654
chr3,49546536,49546579,+,HERV9NC-int,LTR,ERV1,5655,5695
chr3,56717800,56718144,+,HERV9NC-int,LTR,ERV1,4978,5284
chr3,56718140,56718750,+,HERV9NC-int,LTR,ERV1,5509,6118
chr3,95589093,95595060,-,HERV9NC-int,LTR,ERV1,0,6118
chr3,148571322,148577593,+,HERV9NC-int,LTR,ERV1,1,5374
chr3,149285090,149285688,+,HERV9NC-int,LTR,ERV1,1,617
chr3,152560366,152564360,+,HERV9NC-int,LTR,ERV1,1,4148
chr3,164814487,164818301,+,HERV9NC-int,LTR,ERV1,2589,5374
chr3,191185990,191188476,+,HERV9NC-int,LTR,ERV1,1,2651
chr3,191188790,191192248,+,HERV9NC-int,LTR,ERV1,2652,6116
chr4,102235769,102239844,+,HERV9NC-int,LTR,ERV1,59,4153
chr4,25239797,25245831,-,HERV9NC-int,LTR,ERV1,0,6118
chr4,25245832,25245914,-,HERV9NC-int,LTR,ERV1,-6034,84
chr4,28303557,28309842,+,HERV9NC-int,LTR,ERV1,1,5374
chr4,45531822,45536318,+,HERV9NC-int,LTR,ERV1,1,4496
chr4,58304880,58309762,+,HERV9NC-int,LTR,ERV1,48,5021
chr4,58458560,58464034,+,HERV9NC-int,LTR,ERV1,1,5541
chr4,58464344,58464947,+,HERV9NC-int,LTR,ERV1,5542,6118
chr4,63185126,63190361,+,HERV9NC-int,LTR,ERV1,88,5182
chr4,63193250,63193375,+,HERV9NC-int,LTR,ERV1,2137,2247
chr4,63193676,63196006,+,HERV9NC-int,LTR,ERV1,2248,4582
chr4,63196313,63197018,+,HERV9NC-int,LTR,ERV1,4583,5326
chr4,63197319,63197769,+,HERV9NC-int,LTR,ERV1,5327,6062
chr4,63197781,63197824,+,HERV9NC-int,LTR,ERV1,8041,8083
chr4,67275799,67281948,-,HERV9NC-int,LTR,ERV1,0,6118
chr4,67285509,67285663,-,HERV9NC-int,LTR,ERV1,-5964,154
chr4,76043851,76044461,-,HERV9NC-int,LTR,ERV1,0,6118
chr4,76044457,76049791,-,HERV9NC-int,LTR,ERV1,-834,5284
chr4,82334326,82335642,-,HERV9NC-int,LTR,ERV1,0,6118
chr4,101631544,101637726,-,HERV9NC-int,LTR,ERV1,0,5374
chr4,102240613,102244869,+,HERV9NC-int,LTR,ERV1,4092,8436
chr4,158658364,158664818,+,HERV9NC-int,LTR,ERV1,1,5372
chr4,163179549,163179687,+,HERV9NC-int,LTR,ERV1,5552,5674
chr4,172370025,172370407,-,HERV9NC-int,LTR,ERV1,0,5374
chr4,172370651,172376766,-,HERV9NC-int,LTR,ERV1,-928,5190
chr4,184735703,184741033,+,HERV9NC-int,LTR,ERV1,631,6118
chr5,30198183,30203886,+,HERV9NC-int,LTR,ERV1,3,5173
chr5,32553324,32558893,-,HERV9NC-int,LTR,ERV1,0,6118
chr5,32673647,32674869,-,HERV9NC-int,LTR,ERV1,0,6118
chr5,32674865,32677633,-,HERV9NC-int,LTR,ERV1,-3372,2746
chr5,42111843,42114066,+,HERV9NC-int,LTR,ERV1,1,2282
chr5,42114056,42116626,+,HERV9NC-int,LTR,ERV1,741,5284
chr5,42116620,42117231,+,HERV9NC-int,LTR,ERV1,5507,6118
chr5,50370754,50376044,+,HERV9NC-int,LTR,ERV1,1,5284
chr5,50376040,50376649,+,HERV9NC-int,LTR,ERV1,5509,6118
chr5,55613161,55613185,+,HERV9NC-int,LTR,ERV1,99,121
chr5,55614867,55615012,+,HERV9NC-int,LTR,ERV1,122,265
chr5,76908147,76914258,+,HERV9NC-int,LTR,ERV1,256,5374
chr5,82714410,82714497,+,HERV9NC-int,LTR,ERV1,6032,6118
chr5,99984230,99986372,+,HERV9NC-int,LTR,ERV1,3214,5190
chr5,113620108,113625445,-,HERV9NC-int,LTR,ERV1,-834,5284
chr5,157880441,157886689,+,HERV9NC-int,LTR,ERV1,40,6117
chr6,19271782,19277416,+,HERV9NC-int,LTR,ERV1,75,5224
chr6,19277430,19278190,+,HERV9NC-int,LTR,ERV1,5346,6118
chr6,49482387,49482626,-,HERV9NC-int,LTR,ERV1,0,6118
chr6,49482626,49482737,-,HERV9NC-int,LTR,ERV1,-6007,111
chr6,52958910,52961661,-,HERV9NC-int,LTR,ERV1,-3363,2755
chr6,63327018,63327628,-,HERV9NC-int,LTR,ERV1,0,6118
chr6,63327624,63332850,-,HERV9NC-int,LTR,ERV1,-834,5284
chr6,64024943,64030981,+,HERV9NC-int,LTR,ERV1,1,6109
chr6,67722168,67722864,+,HERV9NC-int,LTR,ERV1,5420,6117
chr6,69468621,69472261,+,HERV9NC-int,LTR,ERV1,1,3741
chr6,69472279,69472899,+,HERV9NC-int,LTR,ERV1,5509,6118
chr6,85972734,85973613,-,HERV9NC-int,LTR,ERV1,0,6118
chr6,99261993,99267294,-,HERV9NC-int,LTR,ERV1,0,5374
chr6,99267292,99268189,-,HERV9NC-int,LTR,ERV1,-7519,917
chr6,103677687,103677828,-,HERV9NC-int,LTR,ERV1,0,6118
chr6,141176549,141181814,+,HERV9NC-int,LTR,ERV1,1,5167
chr6,141182674,141182737,+,HERV9NC-int,LTR,ERV1,5222,5284
chr6,141182733,141183342,+,HERV9NC-int,LTR,ERV1,5509,6118
chr7,23855188,23861595,-,HERV9NC-int,LTR,ERV1,0,5374
chr7,125309313,125314840,+,HERV9NC-int,LTR,ERV1,741,5374
chr7,144418462,144424404,-,HERV9NC-int,LTR,ERV1,0,6118
chr7,152030595,152035827,-,HERV9NC-int,LTR,ERV1,-951,5167
chr8,4584241,4584847,+,HERV9NC-int,LTR,ERV1,1,606
chr8,29305476,29310676,+,HERV9NC-int,LTR,ERV1,1,5284
chr8,29310671,29311282,+,HERV9NC-int,LTR,ERV1,5508,6118
chr8,49650180,49656432,-,HERV9NC-int,LTR,ERV1,0,5374
chr8,52955122,52961220,+,HERV9NC-int,LTR,ERV1,1,6118
chr8,53071691,53072131,-,HERV9NC-int,LTR,ERV1,0,5374
chr8,53072128,53076714,-,HERV9NC-int,LTR,ERV1,-1503,4615
chr8,53136908,53138006,-,HERV9NC-int,LTR,ERV1,0,6118
chr8,92394104,92400479,-,HERV9NC-int,LTR,ERV1,0,5374
chr8,98799231,98800413,+,HERV9NC-int,LTR,ERV1,4940,6118
chr8,99163963,99164574,-,HERV9NC-int,LTR,ERV1,0,6118
chr8,99164569,99164967,-,HERV9NC-int,LTR,ERV1,-834,5284
chr8,137755682,137756290,-,HERV9NC-int,LTR,ERV1,0,6118
chr8,137756286,137756390,-,HERV9NC-int,LTR,ERV1,-834,5284
chr9,11834373,11834907,+,HERV9NC-int,LTR,ERV1,5540,6099
chr9,22435011,22440437,+,HERV9NC-int,LTR,ERV1,59,5165
chr9,22440447,22440855,+,HERV9NC-int,LTR,ERV1,5710,6118
chr9,25246819,25247471,+,HERV9NC-int,LTR,ERV1,5465,6118
chr9,26826022,26830185,+,HERV9NC-int,LTR,ERV1,741,7411
chrX,26041864,26041969,+,HERV9NC-int,LTR,ERV1,1,117
chrX,26041969,26046456,+,HERV9NC-int,LTR,ERV1,840,5183
chrX,26500000,26504254,+,HERV9NC-int,LTR,ERV1,2135,5303
chrX,75174163,75174773,-,HERV9NC-int,LTR,ERV1,0,6118
chrX,75174769,75175156,-,HERV9NC-int,LTR,ERV1,-834,5284
chrX,75175155,75178453,-,HERV9NC-int,LTR,ERV1,-2887,3231
chrX,87753276,87753714,-,HERV9NC-int,LTR,ERV1,-450,5668
chrX,104883143,104888418,+,HERV9NC-int,LTR,ERV1,1,5167
chrX,112110518,112116249,-,HERV9NC-int,LTR,ERV1,-946,5172
chrX,118278579,118279346,-,HERV9NC-int,LTR,ERV1,-2721,5715
chrX,118279330,118281516,-,HERV9NC-int,LTR,ERV1,-3903,2215
chrX,121432091,121432700,-,HERV9NC-int,LTR,ERV1,0,6118
chrX,121432696,121432813,-,HERV9NC-int,LTR,ERV1,-834,5284
chrX,142717896,142718002,+,HERV9NC-int,LTR,ERV1,5179,5284
chrX,142717998,142718353,+,HERV9NC-int,LTR,ERV1,5509,5863
chrX,151555715,151561758,-,HERV9NC-int,LTR,ERV1,0,7091
chrY,8206306,8211845,-,HERV9NC-int,LTR,ERV1,-894,5224
chrY,12595264,12595356,+,HERV9NC-int,LTR,ERV1,5549,5627
chrY,14310635,14312863,+,HERV9NC-int,LTR,ERV1,1,2231
chrY,14506780,14512028,+,HERV9NC-int,LTR,ERV1,59,5284
chrY,14512022,14512631,+,HERV9NC-int,LTR,ERV1,5507,6118
chrY,15261250,15266506,+,HERV9NC-int,LTR,ERV1,2,5280
chrY,15266511,15267113,+,HERV9NC-int,LTR,ERV1,5513,6117
chrY,15387095,15387190,-,HERV9NC-int,LTR,ERV1,0,6118
chrY,15387185,15393266,-,HERV9NC-int,LTR,ERV1,-894,5224
chrY,17186151,17192118,-,HERV9NC-int,LTR,ERV1,0,6118
chrY,17420043,17420111,+,HERV9NC-int,LTR,ERV1,3241,3308
chrY,19219429,19219478,+,HERV9NC-int,LTR,ERV1,3853,3901
chrY,19219673,19221469,+,HERV9NC-int,LTR,ERV1,3899,5093
chrY,22256814,22262361,-,HERV9NC-int,LTR,ERV1,-894,5224
chrY,22937618,22940073,+,HERV9NC-int,LTR,ERV1,2,2658
chrY,22940364,22943843,+,HERV9NC-int,LTR,ERV1,2659,6118
chrY,23078900,23084473,-,HERV9NC-int,LTR,ERV1,-516,5602
chrY,23336230,23341803,+,HERV9NC-int,LTR,ERV1,73,5602
chrY,24571365,24573820,+,HERV9NC-int,LTR,ERV1,2,2658
chrY,24574122,24577601,+,HERV9NC-int,LTR,ERV1,2659,6118
chrY,24712644,24718217,-,HERV9NC-int,LTR,ERV1,-516,5602
chrY,24951889,24957462,+,HERV9NC-int,LTR,ERV1,73,5602
chrY,25092492,25095971,-,HERV9NC-int,LTR,ERV1,0,6118
chrY,25096273,25098728,-,HERV9NC-int,LTR,ERV1,-3460,2658
chr10,5053664,5059842,-,HERV9NC-int,LTR,ERV1,0,6118
chr10,13258459,13258811,+,HERV9NC-int,LTR,ERV1,4988,5284
chr10,13258807,13259417,+,HERV9NC-int,LTR,ERV1,5509,6118
chr10,30901454,30901724,-,HERV9NC-int,LTR,ERV1,-5848,270
chr10,34034926,34035219,+,HERV9NC-int,LTR,ERV1,5841,6118
chr10,109041713,109047831,+,HERV9NC-int,LTR,ERV1,1,6118
chr10,119884086,119890300,+,HERV9NC-int,LTR,ERV1,1,5374
chr11,23935290,23935900,-,HERV9NC-int,LTR,ERV1,0,6118
chr11,23935898,23940807,-,HERV9NC-int,LTR,ERV1,-836,5282
chr11,23940805,23941350,-,HERV9NC-int,LTR,ERV1,-5506,612
chr11,25001083,25006718,-,HERV9NC-int,LTR,ERV1,-952,5166
chr11,42875395,42880593,+,HERV9NC-int,LTR,ERV1,1,5284
chr11,42880589,42881194,+,HERV9NC-int,LTR,ERV1,5509,6113
chr11,67620425,67625693,+,HERV9NC-int,LTR,ERV1,1,5284
chr11,67625697,67626282,+,HERV9NC-int,LTR,ERV1,5520,6107
chr11,85607028,85612671,+,HERV9NC-int,LTR,ERV1,1,5224
chr11,85612685,85613464,+,HERV9NC-int,LTR,ERV1,5346,6118
chr11,96636881,96639965,+,HERV9NC-int,LTR,ERV1,1,3175
chr12,1710448,1710764,+,HERV9NC-int,LTR,ERV1,118,431
chr12,1710752,1711596,-,HERV9NC-int,LTR,ERV1,-115,6003
chr12,1711649,1715498,-,HERV9NC-int,LTR,ERV1,-958,5160
chr12,8788668,8793938,+,HERV9NC-int,LTR,ERV1,1,5284
chr12,8793934,8794541,+,HERV9NC-int,LTR,ERV1,5509,6118
chr12,20115794,20116404,-,HERV9NC-int,LTR,ERV1,0,6118
chr12,20116400,20116800,-,HERV9NC-int,LTR,ERV1,-4053,1049
chr12,20777977,20778587,-,HERV9NC-int,LTR,ERV1,0,6118
chr12,20778583,20779472,-,HERV9NC-int,LTR,ERV1,-834,5284
chr12,20779474,20782916,-,HERV9NC-int,LTR,ERV1,-2664,3454
chr12,29382803,29382945,-,HERV9NC-int,LTR,ERV1,-4081,2037
chr12,29383121,29385361,-,HERV9NC-int,LTR,ERV1,-3843,2275
chr12,59474277,59474760,+,HERV9NC-int,LTR,ERV1,4824,5284
chr13,23525257,23531378,+,HERV9NC-int,LTR,ERV1,1,6118
chr13,27213118,27219588,+,HERV9NC-int,LTR,ERV1,1,5374
chr13,31609392,31609995,-,HERV9NC-int,LTR,ERV1,0,6118
chr13,31609994,31610161,-,HERV9NC-int,LTR,ERV1,-834,5284
chr13,54316376,54317712,+,HERV9NC-int,LTR,ERV1,4008,6118
chr13,54700860,54702255,+,HERV9NC-int,LTR,ERV1,3,1381
chr13,54702254,54706382,+,HERV9NC-int,LTR,ERV1,1622,5224
chr13,80896704,80898245,+,HERV9NC-int,LTR,ERV1,3797,5167
chr13,80999081,80999168,-,HERV9NC-int,LTR,ERV1,-85,6033
chr13,100078761,100084813,+,HERV9NC-int,LTR,ERV1,1,6118
chr13,100282630,100285957,+,HERV9NC-int,LTR,ERV1,1447,4783
chr14,23636652,23637705,+,HERV9NC-int,LTR,ERV1,4,1052
chr14,31706151,31711543,-,HERV9NC-int,LTR,ERV1,0,5374
chr14,91666087,91667569,+,HERV9NC-int,LTR,ERV1,3778,5284
chr15,43977725,43977863,-,HERV9NC-int,LTR,ERV1,-423,5695
chr16,21630507,21631301,-,HERV9NC-int,LTR,ERV1,0,8436
chr16,21631296,21636946,-,HERV9NC-int,LTR,ERV1,-894,5224
chr16,61949134,61949220,+,HERV9NC-int,LTR,ERV1,214,299
chr17,74907607,74908752,-,HERV9NC-int,LTR,ERV1,0,6118
chr17,74908880,74913551,+,HERV9NC-int,LTR,ERV1,47,4820
chr18,51112370,51116481,-,HERV9NC-int,LTR,ERV1,0,6118
chr18,51118113,51120128,-,HERV9NC-int,LTR,ERV1,-4102,2016
chr19,8379914,8385620,+,HERV9NC-int,LTR,ERV1,4,5199
chr19,10538762,10538851,-,HERV9NC-int,LTR,ERV1,-6007,111
chr19,18586337,18586559,+,HERV9NC-int,LTR,ERV1,5231,5456
chr19,38823305,38827018,+,HERV9NC-int,LTR,ERV1,1,3917
chr20,40911036,40911158,-,HERV9NC-int,LTR,ERV1,0,6118
chr21,24994536,24994675,+,HERV9NC-int,LTR,ERV1,5553,5691
chr3_GL383526v1_alt,75325,75540,+,HERV9NC-int,LTR,ERV1,5068,5284
chr3_GL383526v1_alt,75536,76146,+,HERV9NC-int,LTR,ERV1,5509,6118
chr3_GL383526v1_alt,85288,91628,-,HERV9NC-int,LTR,ERV1,0,5374
chr14_KI270844v1_alt,133883,135364,+,HERV9NC-int,LTR,ERV1,3779,5284
chr1,1447706,1447837,-,HERV9N-int,LTR,ERV1,-648,4726
chr1,1448138,1448272,-,HERV9N-int,LTR,ERV1,-750,4624
chr1,1448592,1448681,-,HERV9N-int,LTR,ERV1,-857,4517
chr1,1502811,1502909,-,HERV9N-int,LTR,ERV1,-648,4726
chr1,38978309,38978903,-,HERV9N-int,LTR,ERV1,0,5374
chr1,38979210,38979895,-,HERV9N-int,LTR,ERV1,-577,4797
chr1,48438289,48439741,+,HERV9N-int,LTR,ERV1,37,1319
chr1,48439740,48443307,+,HERV9N-int,LTR,ERV1,741,4742
chr1,57691796,57692318,+,HERV9N-int,LTR,ERV1,29,553
chr1,57692318,57692678,+,HERV9N-int,LTR,ERV1,5041,5284
chr1,57692674,57693284,+,HERV9N-int,LTR,ERV1,4765,5374
chr1,74740917,74741115,-,HERV9N-int,LTR,ERV1,0,5374
chr1,96148399,96151343,+,HERV9N-int,LTR,ERV1,1,2953
chr1,96151342,96152995,+,HERV9N-int,LTR,ERV1,3986,5374
chr1,101499455,101500000,+,HERV9N-int,LTR,ERV1,29,573
chr1,102745213,102749642,-,HERV9N-int,LTR,ERV1,-834,5284
chr1,105114779,105115385,+,HERV9N-int,LTR,ERV1,4767,5374
chr1,121510491,121511971,+,HERV9N-int,LTR,ERV1,1452,2953
chr1,121511970,121513640,+,HERV9N-int,LTR,ERV1,3984,5374
chr1,172799066,172801827,+,HERV9N-int,LTR,ERV1,275,2953
chr1,172801826,172802889,+,HERV9N-int,LTR,ERV1,3989,4741
chr1,177320092,177324741,+,HERV9N-int,LTR,ERV1,1,4800
chr1,177324897,177325446,+,HERV9N-int,LTR,ERV1,4801,5368
chr1,188258015,188263073,-,HERV9N-int,LTR,ERV1,0,6118
chr1,195138232,195141547,+,HERV9N-int,LTR,ERV1,2044,5374
chr2,21102081,21102299,-,HERV9N-int,LTR,ERV1,-305,5069
chr2,40672552,40677063,+,HERV9N-int,LTR,ERV1,4,4138
chr2,40677060,40677825,+,HERV9N-int,LTR,ERV1,4609,5374
chr2,63322773,63325495,+,HERV9N-int,LTR,ERV1,59,2830
chr2,63325556,63328053,+,HERV9N-int,LTR,ERV1,2831,5374
chr2,81035733,81038667,+,HERV9N-int,LTR,ERV1,1,2953
chr2,81038666,81040254,+,HERV9N-int,LTR,ERV1,3813,5374
chr2,85452805,85452853,-,HERV9N-int,LTR,ERV1,-37,5337
chr2,101234983,101235450,+,HERV9N-int,LTR,ERV1,4290,4740
chr2,118884173,118884783,-,HERV9N-int,LTR,ERV1,0,5374
chr2,163067206,163072728,+,HERV9N-int,LTR,ERV1,1,5374
chr2,166739824,166740771,-,HERV9N-int,LTR,ERV1,-633,4741
chr2,166740770,166743626,-,HERV9N-int,LTR,ERV1,-2421,2953
chr2,172591690,172592587,-,HERV9N-int,LTR,ERV1,-633,4741
chr2,183507904,183509574,-,HERV9N-int,LTR,ERV1,0,5374
chr2,183509573,183512477,-,HERV9N-int,LTR,ERV1,-2421,2953
chr2,193454295,193455577,+,HERV9N-int,LTR,ERV1,3546,4741
chr3,4164018,4167058,-,HERV9N-int,LTR,ERV1,-2278,3096
chr3,20270231,20274945,+,HERV9N-int,LTR,ERV1,1,4741
chr3,34519420,34520921,-,HERV9N-int,LTR,ERV1,-663,4711
chr3,34520920,34523870,-,HERV9N-int,LTR,ERV1,-2421,2953
chr3,49221510,49222245,-,HERV9N-int,LTR,ERV1,0,8436
chr3,49222243,49223410,-,HERV9N-int,LTR,ERV1,-1669,6767
chr3,49223702,49225183,-,HERV9N-int,LTR,ERV1,-2831,5605
chr3,49225480,49228515,-,HERV9N-int,LTR,ERV1,-2209,3165
chr3,51850619,51855457,+,HERV9N-int,LTR,ERV1,1,4741
chr3,56806052,56806091,-,HERV9N-int,LTR,ERV1,-1725,3649
chr3,73154209,73159130,-,HERV9N-int,LTR,ERV1,-633,4741
chr3,96298171,96301189,+,HERV9N-int,LTR,ERV1,1,3052
chr3,96301160,96302534,+,HERV9N-int,LTR,ERV1,4003,5374
chr3,113347018,113349932,+,HERV9N-int,LTR,ERV1,3,2953
chr3,113349931,113351305,+,HERV9N-int,LTR,ERV1,736,1864
chr3,125604844,125607664,+,HERV9N-int,LTR,ERV1,31,2839
chr3,140872882,140877586,+,HERV9N-int,LTR,ERV1,1,4741
chr3,144904228,144909292,-,HERV9N-int,LTR,ERV1,0,6118
chr3,162575011,162577036,+,HERV9N-int,LTR,ERV1,1,2152
chr3,162577183,162577935,+,HERV9N-int,LTR,ERV1,2153,2953
chr3,162577934,162579589,+,HERV9N-int,LTR,ERV1,3984,5367
chr3,175461469,175461537,-,HERV9N-int,LTR,ERV1,0,5374
chr4,41019737,41021346,+,HERV9N-int,LTR,ERV1,3989,5371
